sIP,dIP,sPort,dPort,protocol,packets,bytes,flags,sTime,duration,eTime,sensor,in,out,nhIP,initialFlags,sessionFlags,attributes,application,class,type,sTime+msec,eTime+msec,dur+msec,iType,iCode,scc,dcc
192.168.1.7,224.0.1.60,0,0,2,3,96,,2015/10/22T03:37:44.278,249.458,2015/10/22T03:41:53.736,S0,0,0,0.0.0.0,,,S,0,all,out,2015/10/22T03:37:44.278,2015/10/22T03:41:53.736,249.458,,,--,--
192.168.1.3,224.0.0.252,55349,5355,17,1,57,,2015/10/22T03:42:00.292,0.000,2015/10/22T03:42:00.292,S0,0,0,0.0.0.0,,,,53,all,out,2015/10/22T03:42:00.292,2015/10/22T03:42:00.292,0.000,,,--,--
192.168.1.9,224.0.0.2,0,0,2,1,32,,2015/10/22T03:42:36.234,0.000,2015/10/22T03:42:36.234,S0,0,0,0.0.0.0,,,,0,all,out,2015/10/22T03:42:36.234,2015/10/22T03:42:36.234,0.000,,,--,--
192.168.1.9,224.0.0.251,0,0,2,1,32,,2015/10/22T03:42:36.236,0.000,2015/10/22T03:42:36.236,S0,0,0,0.0.0.0,,,,0,all,out,2015/10/22T03:42:36.236,2015/10/22T03:42:36.236,0.000,,,--,--
192.168.1.3,224.0.0.252,62614,5355,17,1,57,,2015/10/22T03:43:00.299,0.000,2015/10/22T03:43:00.299,S0,0,0,0.0.0.0,,,,53,all,out,2015/10/22T03:43:00.299,2015/10/22T03:43:00.299,0.000,,,--,--
192.168.1.154,224.0.0.251,5353,5353,17,1,123,,2015/10/22T03:43:45.355,0.000,2015/10/22T03:43:45.355,S0,0,0,0.0.0.0,,,,0,all,out,2015/10/22T03:43:45.355,2015/10/22T03:43:45.355,0.000,,,--,--
192.168.1.3,224.0.0.252,52955,5355,17,1,57,,2015/10/22T03:44:00.203,0.000,2015/10/22T03:44:00.203,S0,0,0,0.0.0.0,,,,53,all,out,2015/10/22T03:44:00.203,2015/10/22T03:44:00.203,0.000,,,--,--
192.168.1.3,224.0.0.252,52599,5355,17,1,57,,2015/10/22T03:45:00.211,0.000,2015/10/22T03:45:00.211,S0,0,0,0.0.0.0,,,,53,all,out,2015/10/22T03:45:00.211,2015/10/22T03:45:00.211,0.000,,,--,--
192.168.1.3,224.0.0.252,58186,5355,17,2,114,,2015/10/22T03:46:00.220,0.102,2015/10/22T03:46:00.322,S0,0,0,0.0.0.0,,,S,53,all,out,2015/10/22T03:46:00.220,2015/10/22T03:46:00.322,0.102,,,--,--
192.168.1.3,224.0.0.252,53657,5355,17,2,114,,2015/10/22T03:47:00.126,0.102,2015/10/22T03:47:00.228,S0,0,0,0.0.0.0,,,S,53,all,out,2015/10/22T03:47:00.126,2015/10/22T03:47:00.228,0.102,,,--,--
192.168.1.3,224.0.0.252,56279,5355,17,2,114,,2015/10/22T03:48:00.134,0.103,2015/10/22T03:48:00.237,S0,0,0,0.0.0.0,,,S,53,all,out,2015/10/22T03:48:00.134,2015/10/22T03:48:00.237,0.103,,,--,--
192.168.1.8,224.0.0.251,5353,5353,17,48,14761,,2015/10/22T03:47:53.274,18.544,2015/10/22T03:48:11.818,S0,0,0,0.0.0.0,,,,53,all,out,2015/10/22T03:47:53.274,2015/10/22T03:48:11.818,18.544,,,--,--
192.168.1.3,224.0.0.252,63057,5355,17,2,114,,2015/10/22T03:49:00.143,0.103,2015/10/22T03:49:00.246,S0,0,0,0.0.0.0,,,S,53,all,out,2015/10/22T03:49:00.143,2015/10/22T03:49:00.246,0.103,,,--,--
192.168.1.3,224.0.0.252,62670,5355,17,2,114,,2015/10/22T03:50:00.152,0.102,2015/10/22T03:50:00.254,S0,0,0,0.0.0.0,,,S,53,all,out,2015/10/22T03:50:00.152,2015/10/22T03:50:00.254,0.102,,,--,--
192.168.1.4,224.0.0.251,5353,5353,17,3,396,,2015/10/22T03:47:29.517,153.912,2015/10/22T03:50:03.429,S0,0,0,0.0.0.0,,,S,0,all,out,2015/10/22T03:47:29.517,2015/10/22T03:50:03.429,153.912,,,--,--
192.168.1.9,224.0.0.2,0,0,2,1,32,,2015/10/22T03:50:53.094,0.000,2015/10/22T03:50:53.094,S0,0,0,0.0.0.0,,,,0,all,out,2015/10/22T03:50:53.094,2015/10/22T03:50:53.094,0.000,,,--,--
192.168.1.9,224.0.0.251,0,0,2,1,32,,2015/10/22T03:50:53.096,0.000,2015/10/22T03:50:53.096,S0,0,0,0.0.0.0,,,,0,all,out,2015/10/22T03:50:53.096,2015/10/22T03:50:53.096,0.000,,,--,--
192.168.1.3,224.0.0.252,65444,5355,17,2,114,,2015/10/22T03:51:00.160,0.103,2015/10/22T03:51:00.263,S0,0,0,0.0.0.0,,,S,53,all,out,2015/10/22T03:51:00.160,2015/10/22T03:51:00.263,0.103,,,--,--
192.168.1.3,224.0.0.252,62912,5355,17,2,114,,2015/10/22T03:52:00.169,0.102,2015/10/22T03:52:00.271,S0,0,0,0.0.0.0,,,S,53,all,out,2015/10/22T03:52:00.169,2015/10/22T03:52:00.271,0.102,,,--,--
192.168.1.1,224.0.0.1,0,0,2,2,72,,2015/10/22T03:50:07.832,125.035,2015/10/22T03:52:12.867,S0,0,0,0.0.0.0,,,S,0,all,out,2015/10/22T03:50:07.832,2015/10/22T03:52:12.867,125.035,,,--,--
192.168.1.3,224.0.0.252,62029,5355,17,2,114,,2015/10/22T03:53:00.178,0.102,2015/10/22T03:53:00.280,S0,0,0,0.0.0.0,,,S,53,all,out,2015/10/22T03:53:00.178,2015/10/22T03:53:00.280,0.102,,,--,--
192.168.1.3,224.0.0.252,50332,5355,17,2,114,,2015/10/22T03:54:00.186,0.103,2015/10/22T03:54:00.289,S0,0,0,0.0.0.0,,,S,53,all,out,2015/10/22T03:54:00.186,2015/10/22T03:54:00.289,0.103,,,--,--
192.168.1.3,239.255.255.250,49152,3702,17,2,1606,,2015/10/22T03:54:46.479,0.204,2015/10/22T03:54:46.683,S0,0,0,0.0.0.0,,,S,0,all,out,2015/10/22T03:54:46.479,2015/10/22T03:54:46.683,0.204,,,--,--
192.168.1.8,224.0.0.251,5353,5353,17,42,11823,,2015/10/22T03:57:47.113,18.639,2015/10/22T03:58:05.752,S0,0,0,0.0.0.0,,,,53,all,out,2015/10/22T03:57:47.113,2015/10/22T03:58:05.752,18.639,,,--,--
192.168.1.100,255.255.255.255,41147,63146,17,2,324,,2015/10/22T03:59:23.169,0.002,2015/10/22T03:59:23.171,S0,0,0,0.0.0.0,,,S,0,all,out,2015/10/22T03:59:23.169,2015/10/22T03:59:23.171,0.002,,,--,--
192.168.1.100,239.255.255.250,1900,1900,17,517,192954,,2015/10/22T03:37:20.012,1770.982,2015/10/22T04:06:50.994,S0,0,0,0.0.0.0,,,T,80,all,out,2015/10/22T03:37:20.012,2015/10/22T04:06:50.994,1770.982,,,--,--
192.168.1.5,224.0.0.251,5353,5353,17,25,2461,,2015/10/22T03:37:46.737,1670.000,2015/10/22T04:05:36.737,S0,0,0,0.0.0.0,,,T,0,all,out,2015/10/22T03:37:46.737,2015/10/22T04:05:36.737,1670.000,,,--,--
